# Taken from Kirkpatrick et al. (2012)
#x y y_err
268.817204301 16.74 2.0
13.0434782609 1.3984 0.0082
38.0434782609 4.784 0.62
54.347826087 13.8552 0.35
86.9565217391 18.768 1.22
135.869565217 26.4224 2.74
190.217391304 18.4 2.0
11.9402985075 1.4673 0.0127
49.7512437811 15.2358 0.25
79.6019900498 39.9789 0.72
124.378109453 63.5361 2.05
174.129353234 49.1043 1.56
248.756218905 29.6073 2.31
12.1827411168 1.95227 0.0088
35.5329949239 10.5986 0.68
50.7614213198 35.0857 0.41
81.2182741117 76.3178 1.38
126.903553299 66.3693 2.11
177.664974619 47.5952 1.66
253.807106599 30.6138 3.13
17.1428571429 1.0682 0.008
50.0 4.284 0.73
71.4285714286 22.358 0.45
114.285714286 37.184 0.86
178.571428571 37.282 1.92
250.0 17.164 3.54
14.6341463415 0.93152 0.0124
42.6829268293 7.1012 0.6
60.9756097561 21.566 0.88
97.5609756098 26.6172 1.82
152.43902439 23.8948 2.34
12.7659574468 1.03964 0.013
53.1914893617 8.5728 0.41
85.1063829787 20.9432 0.94
132.978723404 66.928 2.0
186.170212766 64.8412 4.72
265.957446809 55.0652 4.06
13.0434782609 1.07088 0.0114
38.0434782609 3.4592 0.66
54.347826087 15.0328 0.49
86.9565217391 28.52 0.83
135.869565217 36.8 2.0
190.217391304 42.32 2.0
271.739130435 23.92 2.0
12.3076923077 1.00035 0.0075
51.2820512821 0.819 10.33
82.0512820513 1.7355 nan
13.0434782609 0.89056 0.0062
38.0434782609 2.2448 0.63
54.347826087 11.3712 0.38
86.9565217391 22.54 0.55
135.869565217 28.3912 4.45
190.217391304 22.7608 4.19
271.739130435 20.3504 3.69
12.3076923077 1.35525 0.0115
35.8974358974 4.68 0.7
51.2820512821 8.736 0.35
82.0512820513 23.166 0.98
128.205128205 41.262 2.24
179.487179487 44.0115 2.15
256.41025641 29.25 2.0
12.3711340206 0.65572 0.0061
51.5463917526 4.2098 0.36
82.4742268041 12.6682 0.49
128.865979381 17.3242 1.36
180.412371134 13.2308 0.95
257.731958763 15.52 2.0
12.5654450262 0.7067 0.0064
52.3560209424 4.3357 0.41
83.7696335079 14.898 0.84
130.890052356 28.5736 1.5
183.246073298 15.4137 3.39
261.780104712 16.426 2.0
13.0434782609 0.91264 0.0066
54.347826087 4.9864 0.31
86.9565217391 10.856 0.88
135.869565217 13.2848 2.15
271.739130435 11.04 2.0
16.3265306122 0.49539 0.0109
47.619047619 9.4227 0.67
68.0272108844 19.6833 0.3
108.843537415 35.5005 0.62
170.068027211 30.282 2.02
238.095238095 26.46 2.0
340.136054422 14.7 2.0
12.972972973 0.9287 0.0077
54.0540540541 11.211 0.31
86.4864864865 23.273 1.07
135.135135135 17.6675 1.57
13.3333333333 0.6696 0.0062
55.5555555556 12.366 0.4
88.8888888889 12.294 1.01
138.888888889 21.078 3.94
194.444444444 12.816 1.4
277.777777778 7.2 2.0
9.71659919028 0.34333 0.0064
40.4858299595 7.3359 0.33
64.7773279352 22.8475 0.96
101.214574899 35.7162 2.22
141.700404858 18.7473 1.24
12.3076923077 0.7098 0.0055
35.8974358974 5.733 0.7
51.2820512821 10.452 0.38
82.0512820513 21.489 0.95
10.7623318386 0.4906 0.0082
44.8430493274 11.6852 0.3
71.7488789238 25.5558 1.48
16.3265306122 1.42737 0.0109
47.619047619 23.961 0.77
68.0272108844 42.4683 0.3
108.843537415 47.0253 1.42
170.068027211 46.4667 1.05
238.095238095 21.609 1.98
16.5517241379 1.0121 0.01
48.275862069 19.14 0.66
68.9655172414 35.2495 0.62
110.344827586 49.8945 1.36
172.413793103 35.96 2.93
241.379310345 16.82 2.0
344.827586207 12.47 2.0
16.4383561644 0.61174 0.0089
47.9452054795 3.7814 0.62
68.4931506849 13.2568 0.38
109.589041096 17.228 1.11
171.232876712 33.58 2.0
239.726027397 26.28 2.0
342.465753425 11.68 2.0
11.4285714286 0.2415 0.0069
47.619047619 4.725 0.28
76.1904761905 9.639 1.24
119.047619048 13.65 2.0
166.666666667 10.71 2.0
238.095238095 5.25 2.0
13.1147540984 0.52155 0.0062
38.2513661202 6.6246 0.81
136.612021858 13.725 2.0
191.256830601 17.202 2.0
273.224043716 12.261 2.0
124.378109453 0.0150147 0.00229
174.129353234 14.7735 2.32
122.549019608 0.01326 0.002
171.568627451 10.914 2.0
245.098039216 4.284 2.0
12.0603015075 0.49153 0.0088
50.2512562814 5.3929 0.23
80.4020100503 9.7311 0.98
125.628140704 13.333 3.12
175.879396985 8.6366 3.0
11.7647058824 0.45084 0.0079
34.3137254902 4.386 0.52
49.0196078431 10.3836 0.22
78.431372549 22.644 0.93
122.549019608 28.6008 2.46
171.568627451 21.7668 2.63
245.098039216 8.1396 6.2
12.1827411168 0.56736 0.0062
50.7614213198 4.5704 0.24
81.2182741117 13.5536 1.24
126.903553299 21.3548 2.94
177.664974619 19.7985 2.8
253.807106599 2.955 2.0
12.2448979592 0.45472 0.0083
127.551020408 17.248 2.0
178.571428571 14.014 2.0
255.102040816 6.664 2.0
11.5942028986 0.69552 0.0064
33.8164251208 4.1814 0.83
48.309178744 10.5777 0.66
77.2946859903 22.2318 1.79
120.77294686 21.2796 2.66
169.082125604 13.4757 2.68
13.4831460674 0.33998 0.0072
140.449438202 15.753 3.12
196.629213483 17.5864 9.3
280.898876404 4.8772 12.52
11.7647058824 0.41004 0.0072
49.0196078431 9.7716 0.37
78.431372549 24.2964 1.1
122.549019608 31.4568 3.32
171.568627451 24.7248 3.08
245.098039216 21.93 2.86
12.1827411168 0.394 0.0071
50.7614213198 9.4363 0.25
81.2182741117 15.0902 1.3
126.903553299 34.9281 3.66
177.664974619 24.2704 2.93
253.807106599 16.6859 3.22
12.2448979592 0.50764 0.0056
35.7142857143 5.4488 0.78
127.551020408 14.504 2.0
178.571428571 11.1328 3.2
255.102040816 6.468 2.0
128.865979381 0.014162 0.002
180.412371134 12.416 2.0
257.731958763 6.596 2.0
12.9032258065 0.54126 0.0087
37.6344086022 4.4268 0.98
134.408602151 20.9994 2.29
188.172043011 24.18 2.0
268.817204301 13.764 2.0
13.1868131868 0.81172 0.0093
38.4615384615 4.3134 0.97
137.362637363 36.8368 2.24
192.307692308 27.9006 2.3
12.6315789474 0.6631 0.006
36.8421052632 5.605 0.55
52.6315789474 9.861 0.31
84.2105263158 16.967 1.11
131.578947368 19.893 2.24
184.210526316 12.958 3.23
263.157894737 6.669 2.88
11.7647058824 0.43248 0.0076
49.0196078431 6.5484 0.98
122.549019608 34.782 2.68
171.568627451 27.5196 3.0
245.098039216 20.604 3.32
128.205128205 0.017628 0.00265
179.487179487 19.6365 2.79
13.1147540984 0.33672 0.0065
136.612021858 32.0982 2.28
191.256830601 36.7281 2.47
273.224043716 39.894 3.12
12.2448979592 0.84084 0.0073
127.551020408 24.8332 2.27
178.571428571 9.212 2.0
255.102040816 4.6648 2.0
12.3711340206 0.48694 0.0089
36.0824742268 4.9858 0.72
128.865979381 15.908 2.37
13.8728323699 0.79753 0.0078
40.4624277457 5.7263 0.62
57.8034682081 20.4832 0.22
92.4855491329 50.689 0.93
144.50867052 74.39 2.52
202.312138728 64.3041 2.33
289.01734104 26.123 5.64
13.7931034483 0.95526 0.0075
40.2298850575 2.8536 0.75
57.4712643678 15.225 0.3
91.9540229885 31.4244 1.06
143.67816092 25.8564 2.62
201.149425287 28.8144 2.75
287.356321839 14.1114 3.22
9.75609756098 0.27306 0.0067
101.62601626 30.4302 2.39
142.276422764 26.7402 2.44
203.25203252 11.316 2.0
18.320610687 1.3755 0.0102
53.4351145038 18.209 0.68
76.3358778626 41.4746 0.62
122.13740458 65.2118 1.48
190.839694656 39.2738 2.04
267.175572519 19.4797 2.7
381.679389313 10.5062 6.62
15.0 1.1296 0.0076
43.75 16.48 0.69
156.25 22.24 3.32
218.75 12.176 4.38
312.5 4.96 2.0
17.6470588235 0.28152 0.0074
51.4705882353 3.9576 0.54
73.5294117647 7.1536 0.2
117.647058824 7.4256 1.2
183.823529412 7.8336 2.4
257.352941176 5.1 2.65
11.4285714286 1.2579 0.0079
33.3333333333 5.67 0.5
47.619047619 16.611 0.34
76.1904761905 28.119 0.72
119.047619048 35.805 2.48
166.666666667 27.174 2.95
238.095238095 11.76 5.18
14.371257485 0.6179 0.0064
41.9161676647 5.4943 0.61
59.880239521 12.3246 0.23
95.8083832335 22.9959 1.28
149.700598802 26.9538 2.5
209.580838323 17.4181 2.93
299.401197605 9.6192 2.66
16.4383561644 1.14172 0.0084
47.9452054795 9.2418 0.57
68.4931506849 16.6148 0.23
109.589041096 12.629 0.69
171.232876712 8.9644 3.64
239.726027397 5.2706 3.05
342.465753425 1.022 2.0
14.371257485 0.27054 0.0057
59.880239521 7.014 0.33
95.8083832335 16.7835 1.03
149.700598802 24.6158 2.76
209.580838323 18.3366 3.08
299.401197605 6.9973 2.78
13.7931034483 0.81954 0.008
40.2298850575 25.926 0.79
57.4712643678 42.5952 2.67
91.9540229885 52.0434 5.78
143.67816092 40.9944 4.66
201.149425287 21.141 5.2
287.356321839 13.3284 8.44
15.3846153846 0.18564 0.0072
160.256410256 9.1884 1.93
224.358974359 10.7016 2.0
320.512820513 3.9156 2.88
15.6862745098 0.18054 0.0071
45.7516339869 3.1059 0.83
104.575163399 4.59 2.0
163.39869281 8.415 2.0
11.7073170732 0.54735 0.0058
34.1463414634 4.3255 0.51
48.7804878049 11.07 0.22
78.0487804878 24.3745 1.33
121.951219512 35.137 3.22
170.731707317 24.477 2.43
243.902439024 17.0355 2.46
